,comparison,rounded,ratio
0,pedoeindex-langindex,27,26.582278481012658
1,pedoeindex-birkhoffindex,27,26.624405705229794
2,pedoeindex-strangindex,22,22.257551669316374
3,pedoeindex-Burris.UniversalAlgebra.Index,23,23.28767123287671
4,pedoeindex-Artin.GeometricAlgebra.Index,41,40.625
5,geometrywords-langindex,33,33.164556962025316
6,geometrywords-birkhoffindex,32,32.329635499207605
7,geometrywords-strangindex,30,29.72972972972973
8,geometrywords-Burris.UniversalAlgebra.Index,28,28.21917808219178
9,geometrywords-Artin.GeometricAlgebra.Index,47,46.875
10,cleangeometrywords-langindex,10,10.126582278481013
11,cleangeometrywords-birkhoffindex,12,11.568938193343898
12,cleangeometrywords-strangindex,12,12.400635930047695
13,cleangeometrywords-Burris.UniversalAlgebra.Index,9,9.315068493150685
14,cleangeometrywords-Artin.GeometricAlgebra.Index,28,28.125
15,disjunctiongeometrywords-langindex,10,10.379746835443038
16,disjunctiongeometrywords-birkhoffindex,12,11.568938193343898
17,disjunctiongeometrywords-strangindex,12,12.400635930047695
18,disjunctiongeometrywords-Burris.UniversalAlgebra.Index,9,9.315068493150685
19,disjunctiongeometrywords-Artin.GeometricAlgebra.Index,28,28.125
20,hatcherindex-langindex,23,22.531645569620252
21,hatcherindex-birkhoffindex,16,15.847860538827259
22,hatcherindex-strangindex,13,12.718600953895072
23,hatcherindex-Burris.UniversalAlgebra.Index,22,22.465753424657535
24,hatcherindex-Artin.GeometricAlgebra.Index,28,28.125
25,munkresindex-langindex,39,39.24050632911393
26,munkresindex-birkhoffindex,26,25.990491283676704
27,munkresindex-strangindex,23,23.211446740858506
28,munkresindex-Burris.UniversalAlgebra.Index,40,39.726027397260275
29,munkresindex-Artin.GeometricAlgebra.Index,35,35.416666666666664
30,cederbergIndex-langindex,21,20.759493670886076
31,cederbergIndex-birkhoffindex,21,20.91917591125198
32,cederbergIndex-strangindex,22,21.62162162162162
33,cederbergIndex-Burris.UniversalAlgebra.Index,23,22.73972602739726
34,cederbergIndex-Artin.GeometricAlgebra.Index,39,38.541666666666664
35,berger.geometry1.index-langindex,42,41.77215189873418
36,berger.geometry1.index-birkhoffindex,36,35.8161648177496
37,berger.geometry1.index-strangindex,34,34.02225755166932
38,berger.geometry1.index-Burris.UniversalAlgebra.Index,35,35.06849315068493
39,berger.geometry1.index-Artin.GeometricAlgebra.Index,62,62.5
40,mccleary.geometryFromADifferentiablePointOfView.index-langindex,17,17.21518987341772
41,mccleary.geometryFromADifferentiablePointOfView.index-birkhoffindex,14,14.263074484944532
42,mccleary.geometryFromADifferentiablePointOfView.index-strangindex,16,15.739268680445152
43,mccleary.geometryFromADifferentiablePointOfView.index-Burris.UniversalAlgebra.Index,15,14.794520547945206
44,mccleary.geometryFromADifferentiablePointOfView.index-Artin.GeometricAlgebra.Index,30,30.208333333333332
45,casasalvero.analyticprojectivegeometry.index-langindex,29,29.367088607594937
46,casasalvero.analyticprojectivegeometry.index-birkhoffindex,23,23.29635499207607
47,casasalvero.analyticprojectivegeometry.index-strangindex,21,20.82670906200318
48,casasalvero.analyticprojectivegeometry.index-Burris.UniversalAlgebra.Index,25,24.65753424657534
49,casasalvero.analyticprojectivegeometry.index-Artin.GeometricAlgebra.Index,42,41.666666666666664
50,reid.algebraicgeometry.index-langindex,17,17.21518987341772
51,reid.algebraicgeometry.index-birkhoffindex,11,10.776545166402535
52,reid.algebraicgeometry.index-strangindex,10,9.697933227344992
53,reid.algebraicgeometry.index-Burris.UniversalAlgebra.Index,14,13.972602739726028
54,reid.algebraicgeometry.index-Artin.GeometricAlgebra.Index,21,20.833333333333332
55,audin.geometry.index-langindex,23,23.29113924050633
56,audin.geometry.index-birkhoffindex,22,22.345483359746435
57,audin.geometry.index-strangindex,21,21.462639109697932
58,audin.geometry.index-Burris.UniversalAlgebra.Index,19,18.63013698630137
59,audin.geometry.index-Artin.GeometricAlgebra.Index,46,45.833333333333336
60,Scwartz.MostlySurfaces.index-langindex,18,17.974683544303797
61,Scwartz.MostlySurfaces.index-birkhoffindex,13,13.312202852614897
62,Scwartz.MostlySurfaces.index-strangindex,12,12.082670906200319
63,Scwartz.MostlySurfaces.index-Burris.UniversalAlgebra.Index,14,13.698630136986301
64,Scwartz.MostlySurfaces.index-Artin.GeometricAlgebra.Index,26,26.041666666666668
65,Snapper.MetricAffineGeometry.index-langindex,20,19.746835443037973
66,Snapper.MetricAffineGeometry.index-birkhoffindex,17,16.957210776545168
67,Snapper.MetricAffineGeometry.index-strangindex,13,13.195548489666137
68,Snapper.MetricAffineGeometry.index-Burris.UniversalAlgebra.Index,14,13.698630136986301
69,Snapper.MetricAffineGeometry.index-Artin.GeometricAlgebra.Index,50,50.0
70,Tarrida.AffineMaps.index-langindex,14,13.924050632911392
71,Tarrida.AffineMaps.index-birkhoffindex,12,12.361331220285262
72,Tarrida.AffineMaps.index-strangindex,12,11.764705882352942
73,Tarrida.AffineMaps.index-Burris.UniversalAlgebra.Index,12,11.506849315068493
74,Tarrida.AffineMaps.index-Artin.GeometricAlgebra.Index,39,38.541666666666664
75,Gruenberg.LinearGeometry.index-langindex,29,28.860759493670887
76,Gruenberg.LinearGeometry.index-birkhoffindex,26,25.990491283676704
77,Gruenberg.LinearGeometry.index-strangindex,21,20.66772655007949
78,Gruenberg.LinearGeometry.index-Burris.UniversalAlgebra.Index,21,20.82191780821918
79,Gruenberg.LinearGeometry.index-Artin.GeometricAlgebra.Index,51,51.041666666666664
80,Rees.Geometry.index-langindex,10,9.873417721518987
81,Rees.Geometry.index-birkhoffindex,8,7.765451664025356
82,Rees.Geometry.index-strangindex,9,8.744038155802862
83,Rees.Geometry.index-Burris.UniversalAlgebra.Index,7,7.397260273972603
84,Rees.Geometry.index-Artin.GeometricAlgebra.Index,27,27.083333333333332
85,Gallier.GeometricMethods.index-langindex,36,36.45569620253165
86,Gallier.GeometricMethods.index-birkhoffindex,30,30.11093502377179
87,Gallier.GeometricMethods.index-strangindex,38,37.51987281399046
88,Gallier.GeometricMethods.index-Burris.UniversalAlgebra.Index,30,30.136986301369863
89,Gallier.GeometricMethods.index-Artin.GeometricAlgebra.Index,58,58.333333333333336
90,Moise.Geometry.index-langindex,26,26.075949367088608
91,Moise.Geometry.index-birkhoffindex,23,23.137876386687797
92,Moise.Geometry.index-strangindex,18,18.441971383147855
93,Moise.Geometry.index-Burris.UniversalAlgebra.Index,22,22.465753424657535
94,Moise.Geometry.index-Artin.GeometricAlgebra.Index,28,28.125
95,pedoeindex-rudinindex,28,28.341013824884794
96,pedoeindex-Spivak.Calculus.Index,21,21.451104100946374
97,pedoeindex-Tao.MeasureTheory.Index,19,18.77133105802048
98,geometrywords-rudinindex,38,38.0184331797235
99,geometrywords-Spivak.Calculus.Index,31,30.757097791798106
100,geometrywords-Tao.MeasureTheory.Index,29,29.351535836177476
101,cleangeometrywords-rudinindex,15,14.516129032258064
102,cleangeometrywords-Spivak.Calculus.Index,13,12.933753943217665
103,cleangeometrywords-Tao.MeasureTheory.Index,11,10.580204778156997
104,disjunctiongeometrywords-rudinindex,15,14.516129032258064
105,disjunctiongeometrywords-Spivak.Calculus.Index,13,13.091482649842272
106,disjunctiongeometrywords-Tao.MeasureTheory.Index,11,10.580204778156997
107,hatcherindex-rudinindex,19,18.89400921658986
108,hatcherindex-Spivak.Calculus.Index,12,11.829652996845425
109,hatcherindex-Tao.MeasureTheory.Index,17,16.72354948805461
110,munkresindex-rudinindex,44,43.77880184331797
111,munkresindex-Spivak.Calculus.Index,28,28.391167192429023
112,munkresindex-Tao.MeasureTheory.Index,40,39.59044368600683
113,cederbergIndex-rudinindex,26,25.806451612903224
114,cederbergIndex-Spivak.Calculus.Index,22,22.082018927444796
115,cederbergIndex-Tao.MeasureTheory.Index,22,21.501706484641637
116,berger.geometry1.index-rudinindex,44,44.23963133640553
117,berger.geometry1.index-Spivak.Calculus.Index,35,35.33123028391167
118,berger.geometry1.index-Tao.MeasureTheory.Index,39,38.56655290102389
119,mccleary.geometryFromADifferentiablePointOfView.index-rudinindex,22,21.889400921658986
120,mccleary.geometryFromADifferentiablePointOfView.index-Spivak.Calculus.Index,15,14.826498422712934
121,mccleary.geometryFromADifferentiablePointOfView.index-Tao.MeasureTheory.Index,18,18.43003412969283
122,casasalvero.analyticprojectivegeometry.index-rudinindex,26,26.497695852534562
123,casasalvero.analyticprojectivegeometry.index-Spivak.Calculus.Index,21,20.820189274447948
124,casasalvero.analyticprojectivegeometry.index-Tao.MeasureTheory.Index,19,19.112627986348123
125,reid.algebraicgeometry.index-rudinindex,14,14.285714285714286
126,reid.algebraicgeometry.index-Spivak.Calculus.Index,11,11.198738170347003
127,reid.algebraicgeometry.index-Tao.MeasureTheory.Index,11,10.580204778156997
128,audin.geometry.index-rudinindex,26,26.036866359447004
129,audin.geometry.index-Spivak.Calculus.Index,22,21.766561514195583
130,audin.geometry.index-Tao.MeasureTheory.Index,21,20.81911262798635
131,Scwartz.MostlySurfaces.index-rudinindex,21,21.428571428571427
132,Scwartz.MostlySurfaces.index-Spivak.Calculus.Index,14,14.195583596214512
133,Scwartz.MostlySurfaces.index-Tao.MeasureTheory.Index,19,18.77133105802048
134,Snapper.MetricAffineGeometry.index-rudinindex,19,19.12442396313364
135,Snapper.MetricAffineGeometry.index-Spivak.Calculus.Index,12,12.145110410094638
136,Snapper.MetricAffineGeometry.index-Tao.MeasureTheory.Index,11,11.262798634812286
137,Tarrida.AffineMaps.index-rudinindex,13,12.903225806451612
138,Tarrida.AffineMaps.index-Spivak.Calculus.Index,10,9.621451104100947
139,Tarrida.AffineMaps.index-Tao.MeasureTheory.Index,11,10.921501706484642
140,Gruenberg.LinearGeometry.index-rudinindex,25,24.88479262672811
141,Gruenberg.LinearGeometry.index-Spivak.Calculus.Index,17,16.876971608832807
142,Gruenberg.LinearGeometry.index-Tao.MeasureTheory.Index,16,16.040955631399317
143,Rees.Geometry.index-rudinindex,11,11.290322580645162
144,Rees.Geometry.index-Spivak.Calculus.Index,6,6.309148264984227
145,Rees.Geometry.index-Tao.MeasureTheory.Index,8,8.19112627986348
146,Gallier.GeometricMethods.index-rudinindex,40,40.09216589861751
147,Gallier.GeometricMethods.index-Spivak.Calculus.Index,31,31.38801261829653
148,Gallier.GeometricMethods.index-Tao.MeasureTheory.Index,34,34.47098976109215
149,Moise.Geometry.index-rudinindex,31,31.10599078341014
150,Moise.Geometry.index-Spivak.Calculus.Index,28,28.233438485804417
151,Moise.Geometry.index-Tao.MeasureTheory.Index,25,24.573378839590443
152,pedoeindex-soareindex,18,17.509727626459146
153,pedoeindex-markerindex,16,16.260162601626018
154,pedoeindex-awodeyindex,22,22.249388753056234
155,pedoeindex-Jech.SetTheory.Index,15,14.549938347718866
156,pedoeindex-TarskiGivant.SetTheory.Index,19,19.019607843137255
157,pedoeindex-Awodey.CategoryTheory.Index,23,22.524752475247524
158,geometrywords-soareindex,21,21.011673151750973
159,geometrywords-markerindex,20,19.51219512195122
160,geometrywords-awodeyindex,28,28.117359413202934
161,geometrywords-Jech.SetTheory.Index,18,18.49568434032059
162,geometrywords-TarskiGivant.SetTheory.Index,22,22.352941176470587
163,geometrywords-Awodey.CategoryTheory.Index,28,28.465346534653467
164,cleangeometrywords-soareindex,5,5.058365758754864
165,cleangeometrywords-markerindex,5,4.878048780487805
166,cleangeometrywords-awodeyindex,10,9.7799511002445
167,cleangeometrywords-Jech.SetTheory.Index,6,5.7953144266337855
168,cleangeometrywords-TarskiGivant.SetTheory.Index,5,5.490196078431373
169,cleangeometrywords-Awodey.CategoryTheory.Index,10,9.900990099009901
170,disjunctiongeometrywords-soareindex,5,5.058365758754864
171,disjunctiongeometrywords-markerindex,5,4.878048780487805
172,disjunctiongeometrywords-awodeyindex,10,9.7799511002445
173,disjunctiongeometrywords-Jech.SetTheory.Index,6,5.7953144266337855
174,disjunctiongeometrywords-TarskiGivant.SetTheory.Index,5,5.490196078431373
175,disjunctiongeometrywords-Awodey.CategoryTheory.Index,10,9.900990099009901
176,hatcherindex-soareindex,17,16.731517509727627
177,hatcherindex-markerindex,18,17.88617886178862
178,hatcherindex-awodeyindex,23,23.4718826405868
179,hatcherindex-Jech.SetTheory.Index,11,11.467324290998768
180,hatcherindex-TarskiGivant.SetTheory.Index,12,12.156862745098039
181,hatcherindex-Awodey.CategoryTheory.Index,24,23.762376237623762
182,munkresindex-soareindex,28,28.01556420233463
183,munkresindex-markerindex,25,25.203252032520325
184,munkresindex-awodeyindex,35,35.45232273838631
185,munkresindex-Jech.SetTheory.Index,28,27.743526510480887
186,munkresindex-TarskiGivant.SetTheory.Index,29,28.627450980392158
187,munkresindex-Awodey.CategoryTheory.Index,36,35.89108910891089
188,cederbergIndex-soareindex,19,19.06614785992218
189,cederbergIndex-markerindex,15,15.447154471544716
190,cederbergIndex-awodeyindex,21,21.271393643031786
191,cederbergIndex-Jech.SetTheory.Index,15,15.413070283600494
192,cederbergIndex-TarskiGivant.SetTheory.Index,20,19.80392156862745
193,cederbergIndex-Awodey.CategoryTheory.Index,22,21.534653465346533
194,berger.geometry1.index-soareindex,29,28.79377431906615
195,berger.geometry1.index-markerindex,27,27.100271002710027
196,berger.geometry1.index-awodeyindex,33,32.76283618581907
197,berger.geometry1.index-Jech.SetTheory.Index,22,22.44143033292232
198,berger.geometry1.index-TarskiGivant.SetTheory.Index,25,25.49019607843137
199,berger.geometry1.index-Awodey.CategoryTheory.Index,33,33.16831683168317
200,mccleary.geometryFromADifferentiablePointOfView.index-soareindex,10,10.116731517509727
201,mccleary.geometryFromADifferentiablePointOfView.index-markerindex,11,10.56910569105691
202,mccleary.geometryFromADifferentiablePointOfView.index-awodeyindex,15,14.669926650366747
203,mccleary.geometryFromADifferentiablePointOfView.index-Jech.SetTheory.Index,9,8.508014796547473
204,mccleary.geometryFromADifferentiablePointOfView.index-TarskiGivant.SetTheory.Index,10,10.392156862745098
205,mccleary.geometryFromADifferentiablePointOfView.index-Awodey.CategoryTheory.Index,15,14.851485148514852
206,casasalvero.analyticprojectivegeometry.index-soareindex,16,15.56420233463035
207,casasalvero.analyticprojectivegeometry.index-markerindex,15,15.447154471544716
208,casasalvero.analyticprojectivegeometry.index-awodeyindex,22,21.5158924205379
209,casasalvero.analyticprojectivegeometry.index-Jech.SetTheory.Index,15,14.67324290998767
210,casasalvero.analyticprojectivegeometry.index-TarskiGivant.SetTheory.Index,18,17.84313725490196
211,casasalvero.analyticprojectivegeometry.index-Awodey.CategoryTheory.Index,22,21.782178217821784
212,reid.algebraicgeometry.index-soareindex,11,10.894941634241246
213,reid.algebraicgeometry.index-markerindex,15,15.176151761517616
214,reid.algebraicgeometry.index-awodeyindex,14,13.93643031784841
215,reid.algebraicgeometry.index-Jech.SetTheory.Index,9,8.75462392108508
216,reid.algebraicgeometry.index-TarskiGivant.SetTheory.Index,9,9.019607843137255
217,reid.algebraicgeometry.index-Awodey.CategoryTheory.Index,14,14.108910891089108
218,audin.geometry.index-soareindex,16,15.95330739299611
219,audin.geometry.index-markerindex,14,14.363143631436314
220,audin.geometry.index-awodeyindex,17,17.359413202933986
221,audin.geometry.index-Jech.SetTheory.Index,12,12.20715166461159
222,audin.geometry.index-TarskiGivant.SetTheory.Index,15,15.098039215686274
223,audin.geometry.index-Awodey.CategoryTheory.Index,18,17.574257425742573
224,Scwartz.MostlySurfaces.index-soareindex,11,11.284046692607005
225,Scwartz.MostlySurfaces.index-markerindex,11,11.11111111111111
226,Scwartz.MostlySurfaces.index-awodeyindex,14,14.180929095354523
227,Scwartz.MostlySurfaces.index-Jech.SetTheory.Index,10,9.864364981504316
228,Scwartz.MostlySurfaces.index-TarskiGivant.SetTheory.Index,9,9.019607843137255
229,Scwartz.MostlySurfaces.index-Awodey.CategoryTheory.Index,14,14.356435643564357
230,Snapper.MetricAffineGeometry.index-soareindex,10,10.116731517509727
231,Snapper.MetricAffineGeometry.index-markerindex,9,9.214092140921409
232,Snapper.MetricAffineGeometry.index-awodeyindex,13,12.95843520782396
233,Snapper.MetricAffineGeometry.index-Jech.SetTheory.Index,9,9.494451294697903
234,Snapper.MetricAffineGeometry.index-TarskiGivant.SetTheory.Index,10,10.196078431372548
235,Snapper.MetricAffineGeometry.index-Awodey.CategoryTheory.Index,13,13.118811881188119
236,Tarrida.AffineMaps.index-soareindex,10,10.116731517509727
237,Tarrida.AffineMaps.index-markerindex,8,8.401084010840108
238,Tarrida.AffineMaps.index-awodeyindex,9,9.04645476772616
239,Tarrida.AffineMaps.index-Jech.SetTheory.Index,6,6.288532675709002
240,Tarrida.AffineMaps.index-TarskiGivant.SetTheory.Index,9,8.823529411764707
241,Tarrida.AffineMaps.index-Awodey.CategoryTheory.Index,9,9.158415841584159
242,Gruenberg.LinearGeometry.index-soareindex,12,12.45136186770428
243,Gruenberg.LinearGeometry.index-markerindex,14,14.092140921409214
244,Gruenberg.LinearGeometry.index-awodeyindex,21,20.78239608801956
245,Gruenberg.LinearGeometry.index-Jech.SetTheory.Index,13,12.577065351418003
246,Gruenberg.LinearGeometry.index-TarskiGivant.SetTheory.Index,17,17.45098039215686
247,Gruenberg.LinearGeometry.index-Awodey.CategoryTheory.Index,21,21.03960396039604
248,Rees.Geometry.index-soareindex,6,5.836575875486381
249,Rees.Geometry.index-markerindex,5,4.878048780487805
250,Rees.Geometry.index-awodeyindex,7,6.601466992665037
251,Rees.Geometry.index-Jech.SetTheory.Index,5,4.562268803945746
252,Rees.Geometry.index-TarskiGivant.SetTheory.Index,4,4.313725490196078
253,Rees.Geometry.index-Awodey.CategoryTheory.Index,7,6.683168316831683
254,Gallier.GeometricMethods.index-soareindex,23,22.56809338521401
255,Gallier.GeometricMethods.index-markerindex,21,21.13821138211382
256,Gallier.GeometricMethods.index-awodeyindex,30,29.82885085574572
257,Gallier.GeometricMethods.index-Jech.SetTheory.Index,20,19.605425400739826
258,Gallier.GeometricMethods.index-TarskiGivant.SetTheory.Index,23,23.333333333333332
259,Gallier.GeometricMethods.index-Awodey.CategoryTheory.Index,30,30.198019801980198
260,Moise.Geometry.index-soareindex,18,17.898832684824903
261,Moise.Geometry.index-markerindex,15,14.634146341463415
262,Moise.Geometry.index-awodeyindex,21,20.78239608801956
263,Moise.Geometry.index-Jech.SetTheory.Index,15,15.289765721331689
264,Moise.Geometry.index-TarskiGivant.SetTheory.Index,20,20.19607843137255
265,Moise.Geometry.index-Awodey.CategoryTheory.Index,21,21.03960396039604
266,pedoeindex-maninindex,20,20.431654676258994
267,geometrywords-maninindex,26,26.33093525179856
268,cleangeometrywords-maninindex,8,7.76978417266187
269,disjunctiongeometrywords-maninindex,8,7.913669064748201
270,hatcherindex-maninindex,18,18.1294964028777
271,munkresindex-maninindex,25,24.74820143884892
272,cederbergIndex-maninindex,16,15.971223021582734
273,berger.geometry1.index-maninindex,35,34.53237410071942
274,mccleary.geometryFromADifferentiablePointOfView.index-maninindex,15,14.676258992805755
275,casasalvero.analyticprojectivegeometry.index-maninindex,19,18.992805755395683
276,reid.algebraicgeometry.index-maninindex,14,13.81294964028777
277,audin.geometry.index-maninindex,19,18.992805755395683
278,Scwartz.MostlySurfaces.index-maninindex,14,14.388489208633093
279,Snapper.MetricAffineGeometry.index-maninindex,12,12.37410071942446
280,Tarrida.AffineMaps.index-maninindex,10,9.928057553956835
281,Gruenberg.LinearGeometry.index-maninindex,19,18.56115107913669
282,Rees.Geometry.index-maninindex,6,6.474820143884892
283,Gallier.GeometricMethods.index-maninindex,30,29.928057553956833
284,Moise.Geometry.index-maninindex,18,17.697841726618705
285,pedoeindex-koralovindex,21,20.679012345679013
286,pedoeindex-Probability.Index,18,18.181818181818183
287,pedoeindex-Rolf.FiniteMathematics.Index,23,22.54901960784314
288,pedoeindex-Dougherty.CombinatoricsAndFiniteGeometry.index,29,28.50877192982456
289,pedoeindex-Melczer.Combinatorics.index,1,1.183431952662722
290,geometrywords-koralovindex,28,28.08641975308642
291,geometrywords-Probability.Index,25,24.56140350877193
292,geometrywords-Rolf.FiniteMathematics.Index,31,31.372549019607842
293,geometrywords-Dougherty.CombinatoricsAndFiniteGeometry.index,37,37.280701754385966
294,geometrywords-Melczer.Combinatorics.index,2,1.6272189349112427
295,cleangeometrywords-koralovindex,7,7.407407407407407
296,cleangeometrywords-Probability.Index,7,7.33652312599681
297,cleangeometrywords-Rolf.FiniteMathematics.Index,12,12.009803921568627
298,cleangeometrywords-Dougherty.CombinatoricsAndFiniteGeometry.index,18,18.42105263157895
299,cleangeometrywords-Melczer.Combinatorics.index,1,0.591715976331361
300,disjunctiongeometrywords-koralovindex,7,7.407407407407407
301,disjunctiongeometrywords-Probability.Index,7,7.496012759170654
302,disjunctiongeometrywords-Rolf.FiniteMathematics.Index,12,12.254901960784315
303,disjunctiongeometrywords-Dougherty.CombinatoricsAndFiniteGeometry.index,18,18.42105263157895
304,disjunctiongeometrywords-Melczer.Combinatorics.index,1,0.591715976331361
305,hatcherindex-koralovindex,17,17.28395061728395
306,hatcherindex-Probability.Index,13,12.91866028708134
307,hatcherindex-Rolf.FiniteMathematics.Index,13,12.745098039215685
308,hatcherindex-Dougherty.CombinatoricsAndFiniteGeometry.index,22,22.36842105263158
309,hatcherindex-Melczer.Combinatorics.index,1,1.331360946745562
310,munkresindex-koralovindex,30,29.938271604938272
311,munkresindex-Probability.Index,26,26.156299840510368
312,munkresindex-Rolf.FiniteMathematics.Index,25,25.49019607843137
313,munkresindex-Dougherty.CombinatoricsAndFiniteGeometry.index,35,34.64912280701754
314,munkresindex-Melczer.Combinatorics.index,2,1.6272189349112427
315,cederbergIndex-koralovindex,22,22.22222222222222
316,cederbergIndex-Probability.Index,19,19.138755980861244
317,cederbergIndex-Rolf.FiniteMathematics.Index,25,24.754901960784313
318,cederbergIndex-Dougherty.CombinatoricsAndFiniteGeometry.index,28,27.63157894736842
319,cederbergIndex-Melczer.Combinatorics.index,1,1.331360946745562
320,berger.geometry1.index-koralovindex,37,37.03703703703704
321,berger.geometry1.index-Probability.Index,32,32.057416267942585
322,berger.geometry1.index-Rolf.FiniteMathematics.Index,31,30.88235294117647
323,berger.geometry1.index-Dougherty.CombinatoricsAndFiniteGeometry.index,40,39.91228070175438
324,berger.geometry1.index-Melczer.Combinatorics.index,3,2.9585798816568047
325,mccleary.geometryFromADifferentiablePointOfView.index-koralovindex,17,16.666666666666668
326,mccleary.geometryFromADifferentiablePointOfView.index-Probability.Index,13,12.599681020733652
327,mccleary.geometryFromADifferentiablePointOfView.index-Rolf.FiniteMathematics.Index,12,12.5
328,mccleary.geometryFromADifferentiablePointOfView.index-Dougherty.CombinatoricsAndFiniteGeometry.index,19,18.859649122807017
329,mccleary.geometryFromADifferentiablePointOfView.index-Melczer.Combinatorics.index,1,0.591715976331361
330,casasalvero.analyticprojectivegeometry.index-koralovindex,23,22.839506172839506
331,casasalvero.analyticprojectivegeometry.index-Probability.Index,18,18.341307814992025
332,casasalvero.analyticprojectivegeometry.index-Rolf.FiniteMathematics.Index,21,20.58823529411765
333,casasalvero.analyticprojectivegeometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,25,25.0
334,casasalvero.analyticprojectivegeometry.index-Melczer.Combinatorics.index,0,0.4437869822485207
335,reid.algebraicgeometry.index-koralovindex,12,11.728395061728396
336,reid.algebraicgeometry.index-Probability.Index,10,9.569377990430622
337,reid.algebraicgeometry.index-Rolf.FiniteMathematics.Index,12,11.519607843137255
338,reid.algebraicgeometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,18,17.54385964912281
339,reid.algebraicgeometry.index-Melczer.Combinatorics.index,0,0.4437869822485207
340,audin.geometry.index-koralovindex,23,22.839506172839506
341,audin.geometry.index-Probability.Index,19,18.50079744816587
342,audin.geometry.index-Rolf.FiniteMathematics.Index,18,18.38235294117647
343,audin.geometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,20,20.17543859649123
344,audin.geometry.index-Melczer.Combinatorics.index,1,1.4792899408284024
345,Scwartz.MostlySurfaces.index-koralovindex,15,14.506172839506172
346,Scwartz.MostlySurfaces.index-Probability.Index,11,11.323763955342903
347,Scwartz.MostlySurfaces.index-Rolf.FiniteMathematics.Index,12,12.009803921568627
348,Scwartz.MostlySurfaces.index-Dougherty.CombinatoricsAndFiniteGeometry.index,19,19.29824561403509
349,Scwartz.MostlySurfaces.index-Melczer.Combinatorics.index,1,0.7396449704142012
350,Snapper.MetricAffineGeometry.index-koralovindex,14,14.197530864197532
351,Snapper.MetricAffineGeometry.index-Probability.Index,11,10.685805422647528
352,Snapper.MetricAffineGeometry.index-Rolf.FiniteMathematics.Index,11,11.27450980392157
353,Snapper.MetricAffineGeometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,18,17.982456140350877
354,Snapper.MetricAffineGeometry.index-Melczer.Combinatorics.index,0,0.4437869822485207
355,Tarrida.AffineMaps.index-koralovindex,13,13.271604938271604
356,Tarrida.AffineMaps.index-Probability.Index,10,9.569377990430622
357,Tarrida.AffineMaps.index-Rolf.FiniteMathematics.Index,9,9.068627450980392
358,Tarrida.AffineMaps.index-Dougherty.CombinatoricsAndFiniteGeometry.index,16,15.789473684210526
359,Tarrida.AffineMaps.index-Melczer.Combinatorics.index,1,0.591715976331361
360,Gruenberg.LinearGeometry.index-koralovindex,19,19.135802469135804
361,Gruenberg.LinearGeometry.index-Probability.Index,16,15.789473684210526
362,Gruenberg.LinearGeometry.index-Rolf.FiniteMathematics.Index,19,18.872549019607842
363,Gruenberg.LinearGeometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,26,25.87719298245614
364,Gruenberg.LinearGeometry.index-Melczer.Combinatorics.index,0,0.4437869822485207
365,Rees.Geometry.index-koralovindex,7,6.790123456790123
366,Rees.Geometry.index-Probability.Index,6,5.741626794258373
367,Rees.Geometry.index-Rolf.FiniteMathematics.Index,6,6.127450980392157
368,Rees.Geometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,13,12.719298245614034
369,Rees.Geometry.index-Melczer.Combinatorics.index,0,0.2958579881656805
370,Gallier.GeometricMethods.index-koralovindex,34,33.641975308641975
371,Gallier.GeometricMethods.index-Probability.Index,29,29.027113237639554
372,Gallier.GeometricMethods.index-Rolf.FiniteMathematics.Index,32,31.61764705882353
373,Gallier.GeometricMethods.index-Dougherty.CombinatoricsAndFiniteGeometry.index,38,38.1578947368421
374,Gallier.GeometricMethods.index-Melczer.Combinatorics.index,2,2.0710059171597632
375,Moise.Geometry.index-koralovindex,18,18.209876543209877
376,Moise.Geometry.index-Probability.Index,19,18.50079744816587
377,Moise.Geometry.index-Rolf.FiniteMathematics.Index,24,23.529411764705884
378,Moise.Geometry.index-Dougherty.CombinatoricsAndFiniteGeometry.index,29,29.385964912280702
379,Moise.Geometry.index-Melczer.Combinatorics.index,2,1.9230769230769231
380,pedoeindex-günther.relativity.index,13,12.698412698412698
381,pedoeindex-Schröter.MinkowskiSpace.index,27,27.218934911242602
382,pedoeindex-Gron.Relativity.index,17,16.64145234493192
383,pedoeindex-Zwiebach.StringTheory.index,21,20.607375271149674
384,pedoeindex-Griffiths.ElementaryParticles.index,13,12.788906009244993
385,pedoeindex-Sakurai.QuantumMechanics.index,19,18.75
386,geometrywords-günther.relativity.index,17,17.063492063492063
387,geometrywords-Schröter.MinkowskiSpace.index,34,34.319526627218934
388,geometrywords-Gron.Relativity.index,21,21.482602118003026
389,geometrywords-Zwiebach.StringTheory.index,26,26.464208242950107
390,geometrywords-Griffiths.ElementaryParticles.index,17,17.103235747303543
391,geometrywords-Sakurai.QuantumMechanics.index,25,24.78448275862069
392,cleangeometrywords-günther.relativity.index,6,6.216931216931217
393,cleangeometrywords-Schröter.MinkowskiSpace.index,14,14.201183431952662
394,cleangeometrywords-Gron.Relativity.index,10,10.136157337367624
